,,,,,Turns,,,,,,,,,,,,,,,,
10,5,10,9,0,23,0,56,14,1,76,16,2,100,11,3,54,10,4,28,0, 
10,5,10,8,0,29,0,68,27,1,68,0,2,68,10,3,100,12,4,13,0, 
10,5,10,8,0,34,0,100,13,1,12,0,2,70,2,3,71,16,4,79,0, 
10,5,10,8,0,13,0,100,13,1,50,12,2,27,1,3,47,15,4,23,0, 
10,5,10,8,0,22,0,100,30,1,5,0,2,29,5,3,52,11,4,42,29, 
10,5,10,8,0,38,0,90,10,1,100,44,2,99,20,3,70,21,4,90,60, 
10,5,10,8,0,21,0,100,26,1,35,3,2,15,0,3,37,5,4,82,21, 
10,5,10,8,0,13,0,100,15,1,40,0,2,57,19,3,13,0,4,77,10, 
10,5,10,9,0,40,0,100,86,1,73,34,2,73,10,3,90,8,4,92,44, 
10,5,10,9,0,22,0,100,10,1,32,0,2,99,15,3,48,9,4,19,5, 
10,5,10,9,0,31,0,100,59,1,19,5,2,96,41,3,64,10,4,57,13, 
10,5,10,8,0,22,0,100,0,1,34,0,2,71,11,3,49,5,4,34,0, 
10,5,10,9,0,22,0,83,21,1,18,5,2,80,29,3,64,19,4,100,24, 
10,5,10,8,0,16,0,43,5,1,100,28,2,70,20,3,25,5,4,81,12, 
10,5,10,8,0,32,0,99,10,1,100,63,2,66,7,3,92,26,4,11,0, 
10,5,10,8,0,17,0,27,0,1,100,17,2,74,29,3,24,0,4,38,0, 
10,5,10,8,0,68,0,75,3,1,100,85,2,73,22,3,74,48,4,66,12, 
10,5,10,8,0,46,0,97,5,1,100,34,2,32,5,3,32,0,4,99,17, 
10,5,10,8,0,10,0,73,20,1,27,5,2,38,28,3,100,12,4,89,5, 
10,5,10,10,0,46,0,100,5,1,89,10,2,69,28,3,95,17,4,97,10, 
10,5,10,9,0,49,0,100,22,1,95,5,2,97,12,3,95,43,4,84,15, 
10,5,10,8,0,28,0,40,15,1,87,9,2,77,15,3,31,5,4,100,10, 
10,5,10,8,0,27,0,74,13,1,100,30,2,69,6,3,38,5,4,10,0, 
10,5,10,8,0,34,0,66,19,1,97,62,2,100,15,3,96,23,4,99,22, 
10,5,10,8,0,25,0,42,36,1,95,41,2,46,5,3,100,21,4,25,0, 
10,5,10,8,0,33,0,82,24,1,100,34,2,94,26,3,45,6,4,59,36, 
10,5,10,8,0,25,0,50,5,1,92,0,2,95,24,3,35,10,4,100,11, 
10,5,10,9,0,18,0,85,16,1,35,7,2,44,17,3,100,16,4,8,0, 
10,5,10,8,0,48,0,99,67,1,76,16,2,54,0,3,100,13,4,99,42, 
10,5,10,8,0,32,0,89,0,1,100,26,2,92,6,3,99,17,4,36,5, 
10,5,10,7,0,40,0,67,6,1,65,29,2,55,0,3,100,23,4,78,14, 
10,5,10,7,0,27,0,99,49,1,100,24,2,96,54,3,43,14,4,7,0, 
10,5,10,9,0,34,0,98,13,1,100,90,2,42,20,3,96,25,4,89,46, 
10,5,10,8,0,28,0,100,23,1,34,16,2,71,7,3,88,12,4,55,10, 
10,5,10,8,0,18,0,100,19,1,77,5,2,96,10,3,45,5,4,10,0, 
10,5,10,8,0,23,0,39,10,1,93,5,2,9,5,3,100,40,4,97,22, 
10,5,10,8,0,40,0,99,15,1,100,28,2,61,11,3,90,30,4,70,24, 
10,5,10,9,0,14,0,100,5,1,30,0,2,40,5,3,6,0,4,40,5, 
10,5,10,8,0,20,0,72,18,1,77,5,2,100,32,3,65,12,4,74,12, 
10,5,10,9,0,19,0,100,5,1,22,0,2,19,3,3,64,21,4,94,27, 
10,5,10,9,0,22,0,43,5,1,4,0,2,100,15,3,41,4,4,99,34, 
10,5,10,9,0,33,0,100,27,1,80,15,2,62,8,3,64,0,4,53,17, 
10,5,10,8,0,23,0,16,0,1,64,4,2,100,6,3,90,5,4,58,9, 
10,5,10,8,0,32,0,61,10,1,86,12,2,40,4,3,100,45,4,99,25, 
10,5,10,8,0,28,0,73,30,1,53,0,2,74,10,3,100,33,4,62,5, 
10,5,10,9,0,26,0,89,18,1,12,0,2,100,23,3,51,5,4,47,1, 
10,5,10,8,0,18,0,48,15,1,48,8,2,36,0,3,97,15,4,100,15, 
10,5,10,8,0,20,0,100,20,1,57,7,2,56,8,3,65,20,4,66,11, 
10,5,10,9,0,21,0,37,0,1,20,0,2,10,0,3,49,14,4,100,14, 
10,5,10,8,0,13,0,48,13,1,100,24,2,39,5,3,42,13,4,64,7, 
10,5,10,9,0,35,0,59,17,1,100,20,2,73,11,3,78,0,4,50,10, 
10,5,10,8,0,21,0,100,7,1,40,4,2,59,21,3,76,28,4,38,1, 
10,5,10,8,0,27,0,29,8,1,29,17,2,100,10,3,29,10,4,74,6, 
10,5,10,8,1,23,0,100,25,1,13,0,2,61,3,3,37,5,4,59,0, 
10,5,10,9,0,52,0,40,0,1,31,12,2,97,16,3,40,2,4,100,19, 
10,5,10,8,0,35,0,97,8,1,29,0,2,100,24,3,91,25,4,26,5, 
10,5,10,8,0,15,0,100,19,1,50,4,2,38,3,3,12,0,4,40,14, 
10,5,10,9,0,37,0,79,25,1,33,5,2,100,10,3,99,16,4,98,7, 
10,5,10,8,0,27,0,54,6,1,94,10,2,72,16,3,100,15,4,68,34, 
10,5,10,8,0,24,0,79,24,1,72,21,2,40,2,3,98,26,4,100,74, 
10,5,10,8,1,26,0,32,12,1,78,4,2,100,30,3,44,19,4,32,9, 
10,5,10,9,0,17,0,76,10,1,14,5,2,100,30,3,64,0,4,69,16, 
10,5,10,9,0,23,0,92,10,1,16,5,2,64,19,3,62,15,4,100,35, 
10,5,10,8,0,17,0,100,24,1,32,15,2,19,0,3,19,5,4,56,19, 
10,5,10,8,0,26,0,61,5,1,100,10,2,74,20,3,66,13,4,50,10, 
10,5,10,8,0,21,0,100,7,1,64,15,2,96,38,3,23,11,4,98,35, 
10,5,10,8,0,26,0,99,5,1,35,0,2,35,11,3,100,65,4,68,14, 
10,5,10,9,0,18,0,100,29,1,65,13,2,61,12,3,38,0,4,51,7, 
10,5,10,11,0,27,0,48,5,1,73,7,2,100,27,3,80,25,4,62,10, 
10,5,10,8,0,40,0,28,5,1,100,35,2,48,10,3,98,2,4,18,0, 
10,5,10,10,0,15,0,78,20,1,60,24,2,97,20,3,100,21,4,39,15, 
10,5,10,9,0,23,0,42,14,1,100,25,2,67,12,3,47,5,4,61,18, 
10,5,10,8,0,27,0,100,71,1,42,4,2,38,0,3,77,11,4,77,2, 
10,5,10,9,0,33,0,100,18,1,78,10,2,60,10,3,69,0,4,86,38, 
10,5,10,9,0,26,0,81,5,1,72,12,2,33,5,3,68,17,4,100,18, 
10,5,10,7,0,32,0,60,7,1,66,1,2,79,29,3,100,8,4,60,15, 
10,5,10,8,0,34,0,35,0,1,100,6,2,8,0,3,38,0,4,8,0, 
10,5,10,8,0,27,0,26,14,1,29,0,2,31,0,3,100,20,4,67,0, 
10,5,10,9,0,21,0,16,5,1,16,10,2,100,19,3,78,5,4,55,15, 
10,5,10,8,0,26,0,96,19,1,100,76,2,75,10,3,99,9,4,90,23, 
10,5,10,8,0,18,0,58,8,1,82,23,2,3,16,3,100,24,4,15,9, 
10,5,10,8,0,28,0,85,30,1,75,22,2,100,76,3,29,0,4,91,0, 
10,5,10,8,0,30,0,87,51,1,99,24,2,100,4,3,77,4,4,77,4, 
10,5,10,9,0,14,0,100,5,1,41,0,2,57,5,3,41,1,4,58,0, 
10,5,10,9,0,44,0,99,0,1,100,15,2,76,6,3,98,15,4,44,5, 
10,5,10,8,0,27,0,64,27,1,98,48,2,36,15,3,57,0,4,100,26, 
10,5,10,8,0,31,0,75,20,1,76,20,2,27,15,3,100,30,4,49,8, 
10,5,10,8,0,19,0,64,25,1,100,10,2,34,6,3,16,10,4,80,18, 
10,5,10,8,0,30,0,67,12,1,100,71,2,25,5,3,67,5,4,43,0, 
10,5,10,7,0,23,0,39,7,1,100,37,2,39,0,3,96,28,4,68,29, 
10,5,10,8,0,31,0,100,10,1,93,38,2,98,7,3,18,5,4,16,0, 
10,5,10,8,0,29,0,95,31,1,93,36,2,100,17,3,94,25,4,79,0, 
10,5,10,8,0,15,0,32,10,1,81,14,2,100,25,3,21,5,4,21,0, 
10,5,10,8,0,27,0,8,0,1,8,10,2,71,20,3,8,0,4,100,21, 
10,5,10,7,0,23,0,80,11,1,29,0,2,71,26,3,100,11,4,42,3, 
10,5,10,8,0,38,0,37,10,1,90,28,2,70,20,3,100,23,4,70,15, 
10,5,10,8,0,30,0,99,22,1,95,32,2,99,17,3,53,0,4,100,8, 
10,5,10,8,0,29,0,45,17,1,100,21,2,98,24,3,45,5,4,65,17, 
10,5,10,8,0,15,0,25,0,1,25,0,2,70,13,3,100,34,4,19,5, 
10,5,10,8,1,21,0,90,28,1,84,28,2,100,34,3,51,0,4,92,49, 
10,5,10,8,0,21,0,99,25,1,70,8,2,71,34,3,100,18,4,19,11, 
10,5,10,8,0,31,0,99,10,1,37,2,2,92,31,3,100,30,4,19,10, 
10,5,10,9,0,31,0,71,15,1,36,15,2,100,44,3,89,22,4,97,45, 
10,5,10,8,0,21,0,4,0,1,100,17,2,19,0,3,14,5,4,10,0, 
10,5,10,8,0,31,0,100,16,1,74,22,2,95,5,3,55,22,4,40,0, 
10,5,10,8,0,33,0,100,42,1,99,31,2,61,19,3,97,39,4,71,19, 
10,5,10,8,0,17,0,22,5,1,78,5,2,52,12,3,100,3,4,47,6, 
10,5,10,8,0,23,0,61,16,1,61,10,2,100,19,3,99,36,4,96,20, 
10,5,10,9,0,30,0,11,5,1,99,15,2,11,0,3,100,49,4,11,5, 
10,5,10,9,0,30,0,70,19,1,100,24,2,41,11,3,70,20,4,75,26, 
10,5,10,9,0,17,0,99,17,1,100,5,2,24,6,3,83,27,4,98,19, 
10,5,10,9,0,23,0,100,24,1,8,0,2,82,5,3,30,5,4,98,18, 
10,5,10,8,0,19,0,64,5,1,100,22,2,64,10,3,14,0,4,53,21, 
10,5,10,8,0,16,0,86,15,1,69,7,2,9,0,3,100,21,4,71,13, 
10,5,10,8,0,31,0,55,6,1,100,5,2,69,6,3,98,21,4,54,17, 
10,5,10,8,0,60,0,78,28,1,76,13,2,100,49,3,99,15,4,99,37, 
10,5,10,9,0,15,0,43,5,1,47,10,2,100,14,3,31,0,4,30,0, 
10,5,10,9,0,13,0,17,10,1,27,12,2,36,10,3,100,17,4,22,14, 
10,5,10,9,0,37,0,30,0,1,60,5,2,60,14,3,52,9,4,100,14, 
10,5,10,8,0,24,0,97,24,1,100,14,2,80,21,3,47,6,4,67,9, 
10,5,10,9,0,19,0,94,44,1,99,44,2,8,5,3,100,5,4,59,0, 
10,5,10,8,0,27,0,69,5,1,36,2,2,50,10,3,100,20,4,36,4, 
10,5,10,9,0,13,0,78,10,1,36,20,2,40,13,3,74,20,4,100,10, 
10,5,10,9,0,21,0,20,5,1,98,26,2,100,20,3,74,28,4,86,16, 
10,5,10,8,0,18,0,56,17,1,41,14,2,23,5,3,100,10,4,31,30, 
10,5,10,9,0,46,0,76,31,1,64,17,2,100,36,3,81,21,4,99,41, 
10,5,10,9,0,12,0,15,3,1,100,10,2,34,0,3,4,5,4,76,15, 
10,5,10,8,0,38,0,52,5,1,98,25,2,77,15,3,100,31,4,78,18, 
10,5,10,8,0,29,0,100,25,1,34,1,2,95,15,3,59,0,4,99,54, 
10,5,10,8,0,22,0,69,4,1,100,24,2,12,0,3,12,0,4,59,8, 
10,5,10,9,0,39,0,44,0,1,40,0,2,96,10,3,100,15,4,26,0, 
10,5,10,9,0,42,0,92,26,1,45,19,2,27,10,3,86,7,4,100,56, 
10,5,10,9,0,31,0,8,0,1,100,8,2,86,10,3,41,0,4,57,10, 
10,5,10,9,0,25,0,100,23,1,9,0,2,18,0,3,51,0,4,86,5, 
10,5,10,9,0,41,0,66,18,1,66,5,2,66,8,3,100,30,4,78,20, 
10,5,10,9,0,26,0,100,35,1,75,28,2,88,11,3,98,24,4,67,5, 
10,5,10,9,0,18,0,33,10,1,23,0,2,29,0,3,100,11,4,15,0, 
10,5,10,9,0,18,0,68,30,1,100,24,2,27,0,3,48,5,4,77,17, 
10,5,10,9,0,15,0,18,5,1,100,40,2,18,0,3,43,3,4,18,0, 
10,5,10,9,0,22,0,6,0,1,6,0,2,39,0,3,89,13,4,100,39, 
10,5,10,11,0,28,0,56,20,1,100,17,2,59,20,3,98,65,4,34,20, 
10,5,10,8,0,44,0,11,0,1,88,8,2,68,10,3,100,12,4,11,0, 
10,5,10,8,0,16,0,97,11,1,100,38,2,50,7,3,50,15,4,96,15, 
10,5,10,8,0,32,0,89,14,1,25,5,2,85,5,3,96,59,4,100,10, 
10,5,10,8,0,29,0,100,24,1,98,30,2,81,17,3,99,30,4,86,21, 
10,5,10,9,0,35,0,100,19,1,33,15,2,99,78,3,77,18,4,24,10, 
10,5,10,9,0,41,0,29,20,1,100,23,2,96,10,3,77,25,4,79,32, 
10,5,10,9,0,20,0,72,9,1,48,7,2,100,32,3,80,10,4,22,5, 
10,5,10,8,0,47,0,88,70,1,72,60,2,100,91,3,82,31,4,82,38, 
10,5,10,9,0,20,0,49,13,1,5,0,2,100,0,3,97,37,4,93,21, 
10,5,10,10,0,25,0,96,12,1,18,0,2,46,5,3,100,20,4,27,12, 
10,5,10,9,0,21,0,43,0,1,19,0,2,100,34,3,93,27,4,91,17, 
10,5,10,9,0,33,0,95,19,1,36,5,2,100,33,3,36,0,4,93,7, 
10,5,10,9,0,47,0,100,28,1,34,3,2,74,16,3,98,7,4,29,0, 
10,5,10,9,0,25,0,20,5,1,93,15,2,62,20,3,48,10,4,100,52, 
10,5,10,9,0,28,0,91,31,1,75,23,2,60,17,3,100,24,4,99,25, 
10,5,10,8,0,18,0,31,3,1,99,46,2,100,11,3,58,21,4,58,0, 
10,5,10,9,0,23,0,95,20,1,100,38,2,52,10,3,18,5,4,18,5, 
10,5,10,8,0,22,0,14,8,1,85,17,2,14,5,3,52,26,4,100,33, 
10,5,10,8,0,39,0,36,0,1,97,16,2,26,0,3,91,29,4,100,27, 
10,5,10,8,1,27,0,7,0,1,100,32,2,33,10,3,99,5,4,65,0, 
10,5,10,9,0,33,0,48,26,1,99,11,2,48,4,3,100,24,4,62,26, 
10,5,10,9,0,23,0,98,15,1,79,46,2,98,9,3,44,9,4,100,0, 
10,5,10,8,0,18,0,36,5,1,49,19,2,100,43,3,36,7,4,97,25, 
10,5,10,9,0,13,0,48,22,1,100,20,2,57,4,3,60,29,4,7,0, 
10,5,10,9,0,27,0,56,12,1,100,28,2,42,6,3,99,19,4,31,16, 
10,5,10,8,0,20,0,64,13,1,67,11,2,59,7,3,78,15,4,100,7, 
10,5,10,9,0,15,0,59,20,1,59,20,2,16,8,3,100,17,4,10,0, 
10,5,10,8,0,18,0,100,17,1,61,19,2,45,0,3,9,0,4,72,0, 
10,5,10,8,0,37,0,76,26,1,76,5,2,100,24,3,55,1,4,99,65, 
10,5,10,8,0,16,0,10,0,1,100,40,2,50,10,3,7,5,4,46,5, 
10,5,10,8,0,22,0,25,0,1,100,3,2,98,34,3,88,30,4,98,27, 
10,5,10,8,0,21,0,25,0,1,99,36,2,98,5,3,100,6,4,63,2, 
10,5,10,8,0,44,0,9,5,1,9,0,2,86,10,3,99,0,4,100,5, 
10,5,10,8,0,12,0,47,7,1,40,13,2,62,0,3,19,0,4,100,5, 
10,5,10,8,0,21,0,100,15,1,64,0,2,46,14,3,23,10,4,52,7, 
10,5,10,8,0,20,0,77,12,1,33,4,2,100,42,3,38,5,4,56,10, 
10,5,10,8,0,31,0,78,3,1,100,12,2,23,0,3,99,5,4,54,12, 
10,5,10,8,0,26,0,56,0,1,66,5,2,99,15,3,100,25,4,80,7, 
10,5,10,8,0,21,0,47,4,1,99,14,2,34,8,3,100,20,4,21,23, 
10,5,10,9,0,39,0,100,6,1,98,13,2,99,27,3,98,6,4,99,72, 
10,5,10,8,0,22,0,100,5,1,49,12,2,57,0,3,75,5,4,91,15, 
10,5,10,8,0,27,0,39,22,1,100,32,2,28,2,3,62,12,4,82,12, 
10,5,10,8,0,20,0,98,43,1,54,15,2,17,6,3,100,33,4,17,0, 
10,5,10,9,0,46,0,99,10,1,98,26,2,100,23,3,99,36,4,99,27, 
10,5,10,8,0,30,0,48,13,1,99,10,2,99,15,3,65,23,4,100,23, 
10,5,10,8,0,36,0,53,9,1,70,10,2,100,35,3,98,1,4,70,20, 
10,5,10,8,0,24,0,98,11,1,99,1,2,31,8,3,41,5,4,100,17, 
10,5,10,8,0,17,0,61,29,1,38,22,2,49,6,3,86,26,4,100,34, 
10,5,10,9,0,23,0,53,10,1,53,5,2,32,11,3,100,15,4,48,39, 
10,5,10,8,0,25,0,100,20,1,85,9,2,60,10,3,70,11,4,63,8, 
10,5,10,7,0,25,0,49,5,1,51,6,2,65,5,3,100,14,4,61,0, 
10,5,10,8,0,34,0,52,2,1,49,21,2,100,5,3,99,10,4,87,7, 
10,5,10,8,0,34,0,99,10,1,85,5,2,100,26,3,10,0,4,60,0, 
10,5,10,8,0,28,0,38,5,1,97,33,2,59,10,3,11,7,4,100,33, 
10,5,10,8,0,18,0,12,0,1,100,15,2,61,9,3,23,0,4,74,12, 
10,5,10,8,0,15,0,48,5,1,16,3,2,70,8,3,100,26,4,54,5, 
10,5,10,8,0,20,0,10,10,1,73,0,2,72,34,3,41,5,4,100,18, 
10,5,10,8,0,23,0,87,7,1,96,24,2,31,6,3,37,0,4,100,19, 
10,5,10,9,0,30,0,71,11,1,91,15,2,100,24,3,34,5,4,56,8, 
10,5,10,9,0,21,0,100,14,1,23,6,2,98,7,3,41,0,4,91,0, 
10,5,10,8,0,21,0,100,22,1,35,5,2,37,0,3,52,5,4,35,0, 
10,5,10,8,0,29,0,87,5,1,39,5,2,42,7,3,100,19,4,87,20, 
10,5,10,7,0,23,0,93,19,1,63,20,2,100,23,3,84,27,4,77,20, 
10,5,10,8,0,30,0,53,0,1,51,0,2,74,29,3,53,0,4,100,18, 
10,5,10,8,0,21,0,35,8,1,71,20,2,100,12,3,23,5,4,33,8, 
10,5,10,7,0,10,0,17,9,1,25,0,2,100,10,3,36,21,4,17,2, 
10,5,10,7,0,25,0,95,48,1,99,40,2,39,22,3,34,25,4,100,20, 
10,5,10,9,0,27,0,23,4,1,43,5,2,62,23,3,100,57,4,96,37, 
10,5,10,13,0,32,0,58,3,1,91,18,2,52,20,3,46,10,4,100,11, 
10,5,10,8,0,28,0,87,20,1,10,3,2,100,23,3,65,12,4,10,0, 
10,5,10,8,0,22,0,49,0,1,98,44,2,100,23,3,46,5,4,33,5, 
10,5,10,15,0,26,0,64,33,1,64,15,2,97,1,3,90,10,4,100,10, 
10,5,10,8,0,21,0,50,0,1,50,10,2,50,5,3,36,9,4,100,16, 
10,5,10,8,0,20,0,15,5,1,100,5,2,86,23,3,70,23,4,15,0, 
10,5,10,9,0,15,0,100,42,1,13,2,2,17,8,3,17,0,4,3,0, 
10,5,10,8,0,39,0,99,24,1,60,10,2,100,31,3,41,15,4,60,5, 
10,5,10,8,0,20,0,94,31,1,100,25,2,14,0,3,92,11,4,75,18, 
10,5,10,8,0,26,0,36,0,1,69,10,2,69,0,3,100,0,4,74,5, 
10,5,10,7,0,23,0,40,22,1,100,41,2,54,25,3,57,0,4,38,5, 
10,5,10,9,0,19,0,100,18,1,51,2,2,15,9,3,23,12,4,62,37, 
10,5,10,8,0,37,0,44,12,1,100,15,2,51,8,3,15,0,4,69,7, 
10,5,10,9,0,18,0,77,22,1,30,0,2,87,16,3,100,3,4,30,7, 
10,5,10,8,0,15,0,100,0,1,82,11,2,56,0,3,78,1,4,49,17, 
10,5,10,11,0,20,0,77,21,1,92,18,2,100,13,3,53,0,4,78,15, 
10,5,10,10,0,26,0,55,0,1,66,24,2,99,8,3,77,20,4,100,34, 
10,5,10,8,0,28,0,49,21,1,28,6,2,100,10,3,28,6,4,79,5, 
10,5,10,8,0,12,0,25,17,1,29,5,2,36,0,3,29,5,4,100,19, 
10,5,10,8,0,30,0,100,9,1,99,5,2,97,47,3,88,5,4,88,5, 
10,5,10,8,0,22,0,64,5,1,74,9,2,100,5,3,71,9,4,10,0, 
10,5,10,8,1,19,0,66,16,1,100,24,2,52,11,3,94,31,4,52,11, 
10,5,10,9,0,60,0,98,16,1,79,30,2,69,10,3,69,15,4,100,26, 
10,5,10,9,0,27,0,89,10,1,97,20,2,94,15,3,100,21,4,96,15, 
10,5,10,9,0,21,0,93,47,1,96,13,2,100,46,3,6,0,4,99,11, 
10,5,10,7,0,18,0,13,5,1,13,0,2,48,5,3,100,10,4,28,0, 
10,5,10,8,0,31,0,78,17,1,100,85,2,67,9,3,67,6,4,36,5, 
10,5,10,8,0,15,0,59,12,1,52,12,2,100,30,3,41,15,4,46,5, 
10,5,10,9,0,28,0,63,11,1,100,31,2,2,0,3,99,81,4,32,13, 
10,5,10,8,0,19,0,10,0,1,100,10,2,69,15,3,16,0,4,53,15, 
10,5,10,8,0,21,0,46,5,1,63,0,2,70,15,3,100,41,4,16,5, 
10,5,10,7,0,32,0,99,51,1,79,5,2,33,0,3,100,97,4,33,4, 
10,5,10,7,0,22,0,34,20,1,71,24,2,100,44,3,55,9,4,23,0, 
10,5,10,8,0,17,0,52,5,1,62,10,2,38,14,3,100,8,4,71,9, 
10,5,10,9,0,21,0,59,17,1,89,17,2,100,40,3,46,7,4,75,8, 
10,5,10,9,0,29,0,79,24,1,100,5,2,81,9,3,47,5,4,55,0, 
10,5,10,9,0,30,0,100,29,1,77,13,2,98,25,3,51,0,4,99,99, 
10,5,10,9,0,27,0,54,15,1,74,27,2,100,27,3,99,28,4,63,15, 
10,5,10,9,0,37,0,98,5,1,79,40,2,100,68,3,92,5,4,65,0, 
10,5,10,8,0,36,0,99,65,1,66,5,2,24,7,3,100,42,4,94,12, 
10,5,10,8,0,17,0,100,20,1,54,11,2,85,0,3,90,0,4,28,0, 
10,5,10,8,0,21,0,100,19,1,66,15,2,17,0,3,68,32,4,31,0, 
10,5,10,8,0,33,0,96,5,1,10,0,2,100,16,3,20,6,4,31,10, 
10,5,10,8,0,23,0,100,32,1,96,47,2,99,21,3,35,14,4,96,13, 
10,5,10,9,0,30,0,92,16,1,98,5,2,47,10,3,100,34,4,29,5, 
10,5,10,9,0,37,0,41,5,1,99,39,2,88,18,3,81,9,4,100,3, 
10,5,10,9,0,21,0,100,50,1,84,15,2,98,22,3,98,5,4,31,0, 
10,5,10,9,0,33,0,100,15,1,98,69,2,36,16,3,31,13,4,15,35, 
10,5,10,9,0,19,0,42,0,1,7,5,2,97,16,3,92,10,4,100,27, 
10,5,10,9,0,15,0,100,11,1,55,18,2,28,15,3,46,0,4,46,14, 
10,5,10,9,0,26,0,100,65,1,18,0,2,99,60,3,77,10,4,52,7, 
10,5,10,9,0,18,0,52,16,1,19,5,2,57,10,3,100,13,4,60,23, 
10,5,10,8,0,33,0,34,10,1,98,13,2,100,35,3,72,38,4,58,5, 
10,5,10,8,0,16,0,81,15,1,41,16,2,100,24,3,41,0,4,37,34, 
10,5,10,8,0,17,0,71,26,1,86,16,2,50,0,3,100,5,4,66,1, 
10,5,10,8,0,62,0,100,40,1,54,6,2,89,17,3,99,95,4,63,10, 
10,5,10,8,0,27,0,100,53,1,29,10,2,94,19,3,98,24,4,31,5, 
10,5,10,8,0,22,0,100,17,1,88,27,2,77,5,3,3,0,4,26,12, 
10,5,10,8,0,14,0,51,15,1,42,11,2,4,0,3,100,3,4,74,0, 
10,5,10,9,0,15,0,100,29,1,14,0,2,38,0,3,62,5,4,16,2, 
10,5,10,8,0,22,0,28,8,1,100,25,2,40,0,3,97,38,4,40,20, 
10,5,10,8,0,39,0,76,5,1,32,0,2,100,24,3,48,7,4,32,2, 
10,5,10,8,1,19,0,46,18,1,100,27,2,57,40,3,35,13,4,87,10, 
10,5,10,8,0,19,0,100,0,1,51,3,2,99,24,3,31,0,4,23,0, 
10,5,10,8,0,37,0,78,18,1,64,0,2,100,11,3,99,5,4,66,23, 
10,5,10,9,0,32,0,93,37,1,98,17,2,96,65,3,98,40,4,100,24, 
10,5,10,8,0,28,0,100,6,1,73,0,2,73,0,3,73,11,4,61,5, 
10,5,10,7,0,22,0,89,5,1,100,12,2,44,18,3,21,0,4,83,10, 
10,5,10,8,0,36,0,81,10,1,74,28,2,100,61,3,78,5,4,43,0, 
10,5,10,9,0,23,0,100,6,1,33,5,2,70,10,3,77,20,4,70,10, 
10,5,10,9,0,14,0,100,24,1,79,30,2,48,5,3,42,22,4,48,5, 
10,5,10,9,0,58,0,94,0,1,53,14,2,100,33,3,53,0,4,58,5, 
10,5,10,8,0,31,0,91,35,1,17,0,2,100,14,3,80,34,4,87,22, 
10,5,10,9,0,14,0,37,2,1,100,9,2,29,20,3,25,0,4,14,0, 
10,5,10,9,0,31,0,75,8,1,100,27,2,96,42,3,78,14,4,94,17, 
10,5,10,9,0,23,0,11,0,1,100,30,2,63,12,3,49,5,4,11,0, 
10,5,10,9,0,19,0,57,5,1,77,20,2,99,44,3,100,9,4,15,4, 
10,5,10,8,0,27,0,99,7,1,29,15,2,46,23,3,100,20,4,30,0, 
10,5,10,8,0,20,0,100,16,1,34,22,2,15,4,3,71,19,4,19,0, 
10,5,10,8,0,29,0,96,13,1,39,0,2,100,17,3,99,10,4,34,15, 
10,5,10,8,0,38,0,76,18,1,99,20,2,89,10,3,100,30,4,97,20, 
10,5,10,8,0,25,0,98,10,1,35,6,2,98,4,3,100,4,4,2,0, 
10,5,10,8,0,30,0,91,25,1,100,30,2,63,2,3,80,13,4,6,0, 
10,5,10,8,0,31,0,95,15,1,55,0,2,46,0,3,99,11,4,100,0, 
10,5,10,9,0,14,0,40,8,1,100,22,2,66,7,3,86,30,4,35,9, 
10,5,10,8,0,26,0,63,26,1,32,6,2,100,46,3,47,5,4,82,31, 
10,5,10,9,0,19,0,98,35,1,16,0,2,4,0,3,28,0,4,100,23, 
10,5,10,9,0,34,0,31,7,1,48,15,2,97,17,3,53,17,4,100,7, 
10,5,10,8,0,33,0,100,13,1,99,10,2,37,0,3,37,5,4,44,7, 
10,5,10,8,0,22,0,99,0,1,99,0,2,51,35,3,98,39,4,100,11, 
10,5,10,8,0,16,0,93,18,1,100,21,2,49,6,3,34,5,4,55,5, 
10,5,10,8,0,27,0,100,37,1,20,2,2,83,27,3,90,36,4,70,12, 
10,5,10,8,0,25,0,99,0,1,100,10,2,31,0,3,17,0,4,10,0, 
10,5,10,8,0,20,0,100,17,1,11,0,2,99,34,3,48,10,4,79,18, 
10,5,10,8,0,44,0,42,6,1,79,8,2,77,37,3,100,16,4,77,35, 
10,5,10,8,0,34,0,52,15,1,23,0,2,98,28,3,96,40,4,100,4, 
10,5,10,9,0,22,0,63,5,1,99,13,2,59,5,3,24,0,4,100,22, 
10,5,10,9,0,22,0,69,3,1,83,13,2,100,15,3,38,8,4,40,9, 
10,5,10,8,0,32,0,44,0,1,79,15,2,100,24,3,38,5,4,70,23, 
10,5,10,9,0,21,0,40,0,1,59,26,2,100,19,3,27,7,4,24,0, 
10,5,10,8,0,27,0,46,22,1,46,12,2,79,11,3,46,33,4,100,25, 
10,5,10,8,0,28,0,76,7,1,100,42,2,95,31,3,73,0,4,77,3, 
10,5,10,8,0,32,0,47,0,1,72,23,2,43,12,3,41,7,4,100,15, 
10,5,10,8,0,19,0,10,0,1,97,19,2,88,20,3,10,0,4,100,40, 
10,5,10,8,0,20,0,15,0,1,90,54,2,100,7,3,24,0,4,56,0, 
10,5,10,9,0,22,0,98,35,1,99,33,2,48,23,3,100,62,4,51,8, 
10,5,10,9,0,21,0,100,21,1,37,0,2,50,5,3,82,21,4,65,0, 
10,5,10,9,0,26,0,100,35,1,51,0,2,66,5,3,51,11,4,99,18, 
