,,,,,Turns,,,,,,,,,,,,,,,,
10,5,10,9,0,17,0,100,17,1,54,12,2,99,11,3,39,5,4,81,11, 
10,5,10,8,0,36,0,13,5,1,100,93,2,44,15,3,44,5,4,59,31, 
10,5,10,8,0,17,0,65,0,1,11,0,2,100,32,3,65,5,4,41,0, 
10,5,10,8,0,31,0,11,0,1,66,15,2,11,5,3,100,37,4,11,0, 
10,5,10,8,0,25,0,24,0,1,72,17,2,100,8,3,96,19,4,60,6, 
10,5,10,9,0,20,0,82,29,1,66,34,2,100,14,3,48,8,4,78,13, 
10,5,10,9,0,24,0,11,0,1,98,20,2,77,9,3,74,25,4,100,10, 
10,5,10,9,0,20,0,100,3,1,80,10,2,9,0,3,9,0,4,92,5, 
10,5,10,9,0,31,0,75,6,1,51,6,2,51,19,3,100,19,4,51,10, 
10,5,10,9,0,26,0,100,28,1,69,28,2,25,0,3,88,27,4,90,10, 
10,5,10,9,0,22,0,100,11,1,32,0,2,59,10,3,99,32,4,77,22, 
10,5,10,8,0,16,0,100,14,1,26,5,2,31,0,3,23,0,4,45,8, 
10,5,10,8,0,34,0,98,14,1,97,0,2,81,28,3,77,37,4,100,1, 
10,5,10,8,0,33,0,21,0,1,100,34,2,64,0,3,64,4,4,99,26, 
10,5,10,9,0,23,0,7,0,1,5,0,2,100,13,3,7,0,4,99,25, 
10,5,10,9,0,30,0,98,37,1,98,59,2,100,19,3,48,0,4,60,0, 
10,5,10,8,0,23,0,83,0,1,100,10,2,83,17,3,39,17,4,56,15, 
10,5,10,9,0,18,0,79,19,1,79,10,2,98,13,3,54,7,4,100,17, 
10,5,10,9,0,28,0,82,23,1,85,13,2,95,15,3,99,19,4,100,33, 
10,5,10,8,0,18,0,100,8,1,31,0,2,42,13,3,40,15,4,78,9, 
10,5,10,8,0,36,0,73,27,1,65,21,2,100,34,3,63,17,4,51,15, 
10,5,10,9,0,18,0,67,0,1,100,58,2,10,0,3,32,11,4,34,5, 
10,5,10,9,0,14,0,72,25,1,46,10,2,100,24,3,2,0,4,2,0, 
10,5,10,8,0,5,0,100,0,1,21,5,2,34,8,3,11,0,4,2,0, 
10,5,10,8,0,24,0,68,44,1,97,15,2,37,14,3,69,20,4,100,35, 
10,5,10,8,0,18,0,59,25,1,20,14,2,69,14,3,100,15,4,41,12, 
10,5,10,9,0,25,0,20,4,1,35,7,2,63,10,3,14,0,4,100,16, 
10,5,10,8,0,28,0,100,26,1,89,10,2,97,63,3,52,25,4,84,12, 
10,5,10,8,0,30,0,100,31,1,53,10,2,99,11,3,35,10,4,44,15, 
10,5,10,9,0,25,0,64,5,1,34,0,2,74,10,3,100,14,4,81,20, 
10,5,10,9,0,36,0,22,25,1,18,5,2,100,22,3,74,23,4,22,0, 
10,5,10,9,0,13,0,53,20,1,47,5,2,59,27,3,67,11,4,100,10, 
10,5,10,7,0,21,0,61,10,1,100,13,2,80,36,3,85,28,4,61,19, 
10,5,10,8,0,14,0,7,0,1,10,0,2,100,24,3,47,15,4,93,15, 
10,5,10,8,0,25,0,88,20,1,98,15,2,43,0,3,100,53,4,35,2, 
10,5,10,8,0,14,0,67,15,1,72,10,2,100,12,3,50,0,4,95,33, 
10,5,10,8,0,25,0,48,0,1,100,17,2,95,3,3,76,11,4,41,24, 
10,5,10,7,0,34,0,84,19,1,63,12,2,100,18,3,65,5,4,56,6, 
10,5,10,8,0,46,0,98,89,1,37,8,2,100,26,3,97,28,4,90,14, 
10,5,10,8,0,19,0,26,0,1,22,0,2,100,6,3,85,13,4,22,11, 
10,5,10,8,1,28,0,100,56,1,99,55,2,71,0,3,86,0,4,39,5, 
10,5,10,8,0,16,0,100,31,1,56,5,2,64,29,3,71,26,4,74,10, 
10,5,10,8,0,16,0,15,4,1,51,0,2,19,4,3,100,5,4,52,17, 
10,5,10,8,0,29,0,79,33,1,63,54,2,67,28,3,79,23,4,100,15, 
10,5,10,8,0,23,0,34,5,1,80,5,2,100,5,3,26,5,4,65,6, 
10,5,10,8,0,29,0,52,11,1,47,13,2,99,90,3,100,37,4,27,0, 
10,5,10,8,0,22,0,80,20,1,54,6,2,99,13,3,77,15,4,100,27, 
10,5,10,7,0,27,0,100,40,1,44,7,2,98,28,3,58,26,4,44,14, 
10,5,10,7,0,17,0,100,32,1,33,11,2,73,9,3,72,36,4,33,9, 
10,5,10,7,0,23,0,76,20,1,19,5,2,92,20,3,83,34,4,100,22, 
10,5,10,8,0,33,0,95,11,1,78,25,2,66,14,3,100,25,4,50,10, 
10,5,10,9,0,37,0,35,12,1,23,0,2,100,18,3,99,29,4,98,13, 
10,5,10,12,0,15,0,48,23,1,48,10,2,100,5,3,82,10,4,92,24, 
10,5,10,13,0,42,0,98,33,1,100,23,2,99,0,3,84,0,4,70,9, 
10,5,10,8,0,32,0,100,31,1,93,16,2,78,12,3,69,22,4,99,31, 
10,5,10,7,0,18,0,73,10,1,100,19,2,56,6,3,39,0,4,17,0, 
10,5,10,10,0,12,0,61,17,1,6,0,2,45,20,3,100,9,4,60,30, 
10,5,10,16,0,31,0,99,6,1,77,12,2,99,17,3,60,21,4,100,36, 
10,5,10,8,0,20,0,42,0,1,58,12,2,89,14,3,100,10,4,38,5, 
10,5,10,10,0,29,0,89,5,1,78,21,2,100,22,3,99,0,4,39,1, 
10,5,10,8,0,16,0,74,0,1,14,10,2,78,9,3,100,5,4,84,14, 
10,5,10,7,0,50,0,90,17,1,84,24,2,100,25,3,53,10,4,57,15, 
10,5,10,8,0,34,0,99,5,1,55,17,2,55,0,3,100,32,4,77,14, 
10,5,10,8,0,21,0,99,24,1,95,45,2,100,47,3,44,0,4,43,6, 
10,5,10,8,0,40,0,86,8,1,99,13,2,31,19,3,99,18,4,100,0, 
10,5,10,8,0,24,0,9,0,1,98,21,2,100,11,3,15,0,4,30,0, 
10,5,10,7,0,16,0,23,0,1,63,10,2,100,9,3,40,13,4,54,23, 
10,5,10,7,0,21,0,59,13,1,100,0,2,21,5,3,73,23,4,36,19, 
10,5,10,9,0,42,0,37,5,1,64,18,2,100,30,3,99,71,4,81,28, 
10,5,10,8,0,46,0,99,21,1,99,39,2,100,30,3,61,7,4,81,21, 
10,5,10,7,0,17,0,100,19,1,83,10,2,17,0,3,64,20,4,32,10, 
10,5,10,8,0,28,0,78,15,1,99,8,2,100,43,3,30,7,4,36,8, 
10,5,10,8,0,29,0,41,5,1,97,29,2,21,0,3,78,12,4,100,33, 
10,5,10,8,0,16,0,41,11,1,87,5,2,97,23,3,65,0,4,100,12, 
10,5,10,9,0,24,0,58,13,1,100,0,2,14,0,3,85,12,4,14,0, 
10,5,10,8,0,40,0,44,18,1,100,7,2,98,18,3,85,12,4,34,0, 
10,5,10,8,0,28,0,99,41,1,99,12,2,76,7,3,100,9,4,81,18, 
10,5,10,8,0,26,0,100,15,1,99,23,2,72,19,3,99,47,4,53,6, 
10,5,10,8,0,55,0,97,22,1,79,8,2,80,19,3,100,18,4,98,24, 
10,5,10,9,0,31,0,100,34,1,75,25,2,73,21,3,92,9,4,47,5, 
10,5,10,12,0,20,0,43,0,1,67,17,2,98,48,3,44,20,4,100,35, 
10,5,10,9,0,11,0,100,15,1,31,0,2,43,10,3,19,0,4,53,15, 
10,5,10,9,0,20,0,67,21,1,20,10,2,100,5,3,4,0,4,49,0, 
10,5,10,8,0,17,0,44,13,1,59,5,2,100,12,3,75,28,4,44,6, 
10,5,10,8,0,24,0,100,29,1,57,13,2,50,33,3,35,5,4,73,10, 
10,5,10,7,0,19,0,19,9,1,3,0,2,74,13,3,100,21,4,36,14, 
10,5,10,8,0,33,0,53,5,1,69,0,2,97,20,3,77,10,4,100,5, 
10,5,10,8,0,23,0,8,0,1,100,15,2,57,20,3,78,16,4,40,22, 
10,5,10,8,0,41,0,56,5,1,100,11,2,31,10,3,39,0,4,69,10, 
10,5,10,8,0,24,0,11,5,1,100,10,2,29,4,3,86,14,4,73,14, 
10,5,10,8,0,14,0,33,5,1,42,5,2,94,19,3,100,11,4,51,15, 
10,5,10,8,0,20,0,100,24,1,56,1,2,56,9,3,24,8,4,24,0, 
10,5,10,8,0,24,0,95,31,1,70,8,2,100,24,3,93,34,4,99,5, 
10,5,10,9,0,20,0,83,25,1,80,20,2,100,5,3,77,5,4,42,5, 
10,5,10,9,0,30,0,13,0,1,76,17,2,68,11,3,96,16,4,100,33, 
10,5,10,8,0,39,0,99,0,1,84,24,2,100,24,3,37,20,4,58,8, 
10,5,10,9,0,29,0,100,64,1,51,0,2,68,5,3,98,17,4,86,54, 
10,5,10,8,0,20,0,99,14,1,100,22,2,45,14,3,88,1,4,99,16, 
10,5,10,8,0,24,0,100,13,1,99,21,2,56,25,3,97,15,4,43,0, 
10,5,10,8,0,24,0,99,17,1,39,25,2,71,20,3,100,40,4,29,11, 
10,5,10,9,0,20,0,54,8,1,100,28,2,55,5,3,32,7,4,8,0, 
10,5,10,8,0,26,0,49,17,1,55,5,2,57,5,3,100,23,4,46,10, 
10,5,10,8,0,17,0,57,17,1,59,10,2,100,21,3,9,0,4,59,6, 
10,5,10,7,0,27,0,100,9,1,22,22,2,76,0,3,43,10,4,76,5, 
10,5,10,8,0,21,0,57,0,1,65,0,2,98,14,3,65,5,4,100,17, 
10,5,10,8,0,22,0,100,18,1,13,0,2,66,32,3,79,11,4,93,12, 
10,5,10,8,0,25,0,100,27,1,29,5,2,99,34,3,42,10,4,62,10, 
10,5,10,8,1,10,0,61,5,1,35,14,2,55,16,3,53,26,4,100,5, 
10,5,10,8,0,25,0,100,5,1,19,0,2,55,5,3,16,0,4,78,15, 
10,5,10,11,0,15,0,37,13,1,46,0,2,100,12,3,24,6,4,20,9, 
10,5,10,8,0,23,0,73,7,1,20,6,2,29,0,3,100,17,4,93,25, 
10,5,10,8,0,12,0,57,13,1,35,7,2,71,6,3,98,10,4,100,6, 
10,5,10,8,0,27,0,100,20,1,61,9,2,25,3,3,72,10,4,23,0, 
10,5,10,7,0,26,0,76,10,1,80,5,2,80,22,3,100,42,4,96,39, 
10,5,10,9,0,26,0,63,12,1,58,10,2,100,29,3,78,5,4,99,34, 
10,5,10,8,0,25,0,100,3,1,11,5,2,87,14,3,76,6,4,48,9, 
10,5,10,9,0,37,0,100,50,1,45,16,2,53,15,3,12,0,4,98,15, 
10,5,10,8,0,16,0,25,6,1,100,16,2,45,17,3,21,0,4,46,15, 
10,5,10,9,0,48,0,85,26,1,10,0,2,100,12,3,66,23,4,23,0, 
10,5,10,9,0,27,0,100,26,1,9,0,2,64,5,3,93,32,4,20,10, 
10,5,10,8,0,23,0,97,25,1,100,16,2,47,0,3,98,24,4,54,22, 
10,5,10,8,0,25,0,72,19,1,100,45,2,96,24,3,93,33,4,69,10, 
10,5,10,8,0,40,0,72,10,1,98,30,2,87,24,3,83,25,4,100,31, 
10,5,10,8,0,21,0,51,8,1,100,11,2,10,0,3,53,7,4,10,5, 
10,5,10,10,0,20,0,49,13,1,49,15,2,49,13,3,65,5,4,100,10, 
10,5,10,8,0,19,0,89,21,1,44,5,2,100,34,3,33,0,4,44,13, 
10,5,10,7,0,22,0,15,5,1,100,37,2,15,0,3,99,28,4,92,28, 
10,5,10,7,0,29,0,96,20,1,91,45,2,100,25,3,57,42,4,82,18, 
10,5,10,8,0,21,0,37,17,1,37,12,2,39,18,3,37,7,4,100,31, 
10,5,10,8,0,28,0,40,12,1,98,22,2,100,33,3,83,7,4,19,0, 
10,5,10,8,0,22,0,94,23,1,47,17,2,71,8,3,71,23,4,100,28, 
10,5,10,7,1,20,0,99,22,1,10,0,2,100,16,3,48,8,4,99,19, 
10,5,10,8,0,28,0,100,15,1,45,0,2,64,20,3,63,7,4,67,2, 
10,5,10,8,0,23,0,71,32,1,68,2,2,62,25,3,38,12,4,100,19, 
10,5,10,8,0,29,0,100,22,1,93,24,2,48,5,3,51,0,4,41,5, 
10,5,10,9,0,25,0,51,12,1,21,0,2,97,15,3,100,26,4,11,0, 
10,5,10,8,0,31,0,75,5,1,100,10,2,78,19,3,48,3,4,95,19, 
10,5,10,8,0,27,0,98,34,1,66,5,2,98,30,3,65,10,4,100,13, 
10,5,10,9,0,26,0,53,29,1,20,22,2,78,8,3,64,10,4,100,29, 
10,5,10,9,0,26,0,20,3,1,68,6,2,50,9,3,100,35,4,91,20, 
10,5,10,10,0,53,0,99,27,1,86,15,2,46,5,3,76,12,4,100,30, 
10,5,10,9,0,26,0,42,8,1,39,14,2,66,23,3,100,30,4,52,20, 
10,5,10,8,0,35,0,68,5,1,99,32,2,98,14,3,99,29,4,100,33, 
10,5,10,8,0,27,0,95,17,1,100,11,2,99,38,3,57,10,4,53,29, 
10,5,10,9,0,20,0,45,27,1,97,15,2,55,18,3,100,35,4,73,22, 
10,5,10,9,0,34,0,70,9,1,96,15,2,48,9,3,99,36,4,100,32, 
10,5,10,8,0,41,0,49,21,1,80,0,2,65,15,3,100,45,4,45,5, 
10,5,10,8,0,23,0,100,24,1,78,21,2,90,5,3,46,18,4,99,20, 
10,5,10,8,0,20,0,60,14,1,73,10,2,95,10,3,100,14,4,54,0, 
10,5,10,8,0,21,0,16,0,1,96,37,2,98,20,3,40,11,4,100,18, 
10,5,10,9,0,20,0,56,6,1,33,8,2,11,0,3,100,6,4,15,0, 
10,5,10,8,0,39,0,58,20,1,100,29,2,18,20,3,98,19,4,78,13, 
10,5,10,8,0,31,0,100,25,1,8,5,2,88,25,3,85,14,4,90,25, 
10,5,10,9,0,17,0,100,10,1,4,0,2,4,0,3,96,24,4,97,11, 
10,5,10,8,0,26,0,82,5,1,41,11,2,100,39,3,21,0,4,74,5, 
10,5,10,9,0,20,0,12,0,1,100,31,2,95,25,3,43,10,4,74,24, 
10,5,10,8,0,28,0,47,5,1,20,5,2,52,8,3,32,0,4,100,0, 
10,5,10,8,0,22,0,100,3,1,55,10,2,89,10,3,96,10,4,45,0, 
10,5,10,8,0,32,0,18,15,1,66,18,2,100,34,3,99,30,4,73,32, 
10,5,10,7,0,22,0,100,21,1,66,14,2,24,4,3,57,5,4,85,22, 
10,5,10,8,0,10,0,100,20,1,42,6,2,22,0,3,59,23,4,25,0, 
10,5,10,8,0,22,0,2,0,1,72,5,2,8,0,3,100,20,4,65,12, 
10,5,10,8,0,23,0,38,5,1,94,22,2,100,13,3,97,15,4,63,22, 
10,5,10,8,0,27,0,100,20,1,36,10,2,38,0,3,52,5,4,59,16, 
10,5,10,9,0,30,0,73,10,1,36,14,2,86,17,3,44,5,4,100,20, 
10,5,10,9,0,30,0,18,11,1,56,12,2,89,22,3,28,4,4,100,20, 
10,5,10,9,0,16,0,61,12,1,69,15,2,63,13,3,39,0,4,100,25, 
10,5,10,9,0,24,0,55,0,1,37,5,2,100,9,3,3,0,4,25,5, 
10,5,10,7,0,25,0,30,1,1,65,0,2,56,16,3,100,53,4,40,13, 
10,5,10,8,0,41,0,73,18,1,100,17,2,30,10,3,98,10,4,74,10, 
10,5,10,7,0,15,0,80,33,1,58,9,2,78,10,3,39,9,4,100,16, 
10,5,10,7,1,19,0,54,2,1,21,7,2,78,23,3,84,7,4,100,2, 
10,5,10,8,0,41,0,100,21,1,95,0,2,67,23,3,67,8,4,99,4, 
10,5,10,8,0,22,0,100,22,1,31,0,2,57,9,3,35,14,4,32,2, 
10,5,10,8,0,42,0,100,25,1,99,6,2,99,9,3,95,58,4,85,53, 
10,5,10,8,0,56,0,96,11,1,100,20,2,47,10,3,80,26,4,89,25, 
10,5,10,8,0,22,0,68,20,1,100,30,2,43,10,3,11,0,4,11,0, 
10,5,10,9,0,22,0,49,12,1,20,7,2,56,15,3,100,10,4,71,22, 
10,5,10,8,0,33,0,66,12,1,63,21,2,100,0,3,99,21,4,95,40, 
10,5,10,8,0,28,0,100,25,1,36,0,2,67,8,3,38,9,4,91,13, 
10,5,10,8,0,23,0,100,23,1,64,5,2,71,9,3,62,11,4,59,14, 
10,5,10,8,0,22,0,47,0,1,100,10,2,56,8,3,23,1,4,22,7, 
10,5,10,7,0,14,0,11,0,1,71,5,2,100,13,3,29,0,4,48,0, 
10,5,10,8,0,38,0,72,28,1,100,42,2,87,22,3,92,15,4,59,5, 
10,5,10,8,0,16,0,100,49,1,66,2,2,73,20,3,60,27,4,62,0, 
10,5,10,8,0,18,0,51,29,1,49,0,2,73,10,3,100,27,4,81,18, 
10,5,10,7,0,24,0,67,10,1,94,10,2,31,11,3,44,10,4,100,5, 
10,5,10,8,0,28,0,53,0,1,58,0,2,34,0,3,63,10,4,100,56, 
10,5,10,8,0,18,0,77,17,1,94,5,2,64,23,3,21,5,4,100,5, 
10,5,10,7,0,20,0,100,10,1,63,16,2,61,0,3,71,28,4,41,6, 
10,5,10,8,0,18,0,100,18,1,11,10,2,34,0,3,95,50,4,97,32, 
10,5,10,9,0,24,0,96,36,1,94,10,2,72,0,3,100,28,4,73,6, 
10,5,10,7,0,17,0,91,24,1,21,4,2,85,33,3,100,13,4,40,12, 
10,5,10,8,0,26,0,57,18,1,99,10,2,99,15,3,100,16,4,98,26, 
10,5,10,9,0,23,0,67,24,1,13,0,2,13,0,3,42,0,4,100,8, 
10,5,10,9,0,48,0,83,30,1,87,13,2,98,61,3,100,28,4,94,11, 
10,5,10,9,0,26,0,99,15,1,84,22,2,62,14,3,100,17,4,62,3, 
10,5,10,8,0,25,0,75,18,1,75,26,2,48,23,3,95,31,4,100,35, 
10,5,10,8,0,19,0,16,8,1,24,0,2,82,17,3,100,25,4,46,15, 
10,5,10,8,0,22,0,50,6,1,70,9,2,70,0,3,100,19,4,28,10, 
10,5,10,8,0,48,0,100,21,1,12,1,2,98,22,3,98,36,4,71,10, 
10,5,10,8,0,50,0,100,35,1,63,14,2,69,15,3,9,0,4,71,29, 
10,5,10,8,0,54,0,95,15,1,66,5,2,97,15,3,100,25,4,73,15, 
10,5,10,6,0,19,0,20,5,1,25,5,2,100,5,3,43,22,4,50,3, 
10,5,10,8,0,31,0,98,83,1,100,35,2,95,30,3,62,19,4,71,27, 
10,5,10,9,0,30,0,39,3,1,100,23,2,28,4,3,39,7,4,98,11, 
10,5,10,9,0,26,0,55,10,1,100,16,2,26,0,3,87,17,4,65,30, 
10,5,10,9,0,23,0,99,49,1,78,17,2,100,0,3,8,0,4,85,22, 
10,5,10,8,0,23,0,12,3,1,64,0,2,20,10,3,93,17,4,100,35, 
10,5,10,8,0,15,0,100,14,1,35,6,2,62,8,3,23,9,4,28,0, 
10,5,10,9,0,18,0,32,7,1,100,9,2,65,30,3,83,5,4,95,17, 
10,5,10,9,0,16,0,100,7,1,78,20,2,49,4,3,21,0,4,27,15, 
10,5,10,9,0,15,0,39,0,1,81,12,2,37,7,3,100,21,4,79,0, 
10,5,10,9,0,19,0,40,0,1,26,0,2,40,5,3,40,5,4,100,25, 
10,5,10,7,0,38,0,64,5,1,68,22,2,100,30,3,57,11,4,96,24, 
10,5,10,7,0,24,0,96,15,1,94,5,2,100,17,3,50,16,4,62,20, 
10,5,10,7,0,34,0,100,14,1,66,8,2,99,14,3,38,0,4,96,7, 
10,5,10,8,0,19,0,20,22,1,100,22,2,38,18,3,20,5,4,43,10, 
10,5,10,9,0,20,0,21,10,1,100,15,2,92,15,3,35,0,4,50,5, 
10,5,10,9,0,20,0,52,25,1,67,7,2,100,20,3,73,12,4,73,18, 
10,5,10,8,0,39,0,100,156,1,64,5,2,81,24,3,99,100,4,98,15, 
10,5,10,8,0,19,0,47,30,1,67,28,2,67,29,3,99,26,4,100,6, 
10,5,10,8,1,27,0,80,16,1,30,5,2,100,16,3,71,33,4,15,0, 
10,5,10,9,0,31,0,43,11,1,99,27,2,100,5,3,51,22,4,81,12, 
10,5,10,9,0,24,0,100,8,1,99,17,2,71,4,3,79,0,4,87,20, 
10,5,10,9,0,24,0,100,35,1,89,23,2,35,10,3,48,18,4,98,7, 
10,5,10,9,0,17,0,29,0,1,100,36,2,61,4,3,79,19,4,33,4, 
10,5,10,8,0,12,0,29,10,1,78,5,2,100,13,3,5,5,4,58,10, 
10,5,10,7,0,18,0,100,0,1,60,23,2,63,5,3,89,25,4,69,7, 
10,5,10,7,0,33,0,52,0,1,2,0,2,10,0,3,100,21,4,2,0, 
10,5,10,8,0,25,0,100,22,1,95,15,2,93,17,3,97,10,4,99,24, 
10,5,10,8,1,17,0,46,0,1,99,9,2,19,0,3,100,5,4,19,0, 
10,5,10,8,0,54,0,100,33,1,98,26,2,78,6,3,8,0,4,73,7, 
10,5,10,8,0,40,0,89,22,1,100,23,2,83,12,3,99,20,4,98,24, 
10,5,10,8,0,32,0,62,24,1,66,10,2,58,18,3,100,22,4,99,6, 
10,5,10,8,0,29,0,96,28,1,48,4,2,41,11,3,12,8,4,100,16, 
10,5,10,8,0,23,0,100,18,1,76,2,2,65,14,3,88,13,4,41,0, 
10,5,10,8,0,26,0,62,9,1,90,24,2,100,22,3,28,9,4,67,15, 
10,5,10,9,0,24,0,23,5,1,100,11,2,74,14,3,23,0,4,23,0, 
10,5,10,8,0,24,0,100,60,1,42,12,2,42,10,3,42,12,4,92,23, 
10,5,10,8,0,35,0,44,3,1,100,42,2,44,11,3,76,5,4,98,29, 
10,5,10,8,0,26,0,14,0,1,14,0,2,100,35,3,64,9,4,26,2, 
10,5,10,8,0,24,0,36,1,1,16,0,2,81,17,3,100,15,4,22,5, 
10,5,10,8,0,18,0,78,19,1,100,31,2,89,22,3,48,16,4,82,17, 
10,5,10,8,0,20,0,28,0,1,52,22,2,100,2,3,28,0,4,12,0, 
10,5,10,8,0,26,0,95,18,1,32,0,2,100,15,3,40,5,4,61,0, 
10,5,10,8,0,24,0,48,0,1,47,10,2,100,32,3,99,44,4,83,28, 
10,5,10,8,0,27,0,15,0,1,15,10,2,100,19,3,74,15,4,68,5, 
10,5,10,8,0,32,0,65,15,1,56,0,2,99,45,3,98,56,4,100,115, 
10,5,10,9,0,24,0,98,46,1,98,19,2,100,25,3,40,0,4,78,0, 
10,5,10,8,0,21,0,81,13,1,43,9,2,93,17,3,100,36,4,24,0, 
10,5,10,9,0,22,0,99,31,1,54,0,2,85,30,3,82,22,4,100,36, 
10,5,10,9,0,18,0,18,0,1,47,12,2,74,30,3,29,12,4,100,5, 
10,5,10,9,0,42,0,100,43,1,76,5,2,35,10,3,86,5,4,89,22, 
10,5,10,9,0,25,0,40,11,1,28,5,2,72,32,3,35,0,4,100,0, 
10,5,10,9,0,37,0,79,40,1,75,36,2,98,13,3,100,24,4,73,6, 
10,5,10,8,1,27,0,39,0,1,75,0,2,100,0,3,23,0,4,7,0, 
10,5,10,9,0,26,0,32,8,1,34,0,2,93,5,3,49,16,4,100,17, 
10,5,10,9,0,27,0,100,19,1,40,0,2,15,5,3,15,5,4,9,0, 
10,5,10,9,0,27,0,12,5,1,12,5,2,99,34,3,49,8,4,100,33, 
10,5,10,9,0,17,0,50,0,1,100,32,2,44,5,3,18,13,4,9,0, 
10,5,10,8,0,28,0,99,34,1,60,14,2,92,40,3,100,6,4,92,37, 
10,5,10,9,0,19,0,32,0,1,56,32,2,51,0,3,100,17,4,91,11, 
10,5,10,8,0,16,0,100,10,1,20,0,2,20,0,3,90,3,4,20,0, 
10,5,10,9,0,33,0,100,31,1,96,30,2,73,7,3,84,8,4,73,0, 
10,5,10,9,0,38,0,56,7,1,100,5,2,94,15,3,56,27,4,96,12, 
10,5,10,9,0,24,0,73,8,1,93,19,2,64,17,3,99,40,4,100,17, 
10,5,10,10,0,36,0,28,0,1,99,18,2,99,17,3,95,15,4,100,15, 
10,5,10,9,0,34,0,99,10,1,83,23,2,79,2,3,59,29,4,100,7, 
10,5,10,8,0,21,0,100,14,1,94,23,2,95,5,3,52,8,4,91,31, 
10,5,10,9,0,24,0,41,5,1,95,24,2,99,5,3,100,35,4,13,5, 
10,5,10,9,0,31,0,73,10,1,98,33,2,100,53,3,30,5,4,63,26, 
10,5,10,9,0,40,0,99,37,1,100,29,2,98,25,3,32,5,4,98,20, 
10,5,10,9,0,25,0,59,18,1,42,0,2,61,34,3,100,35,4,59,14, 
10,5,10,9,0,29,0,97,19,1,100,49,2,76,37,3,93,30,4,67,11, 
10,5,10,8,0,26,0,100,6,1,77,10,2,26,9,3,3,0,4,3,0, 
10,5,10,9,0,22,0,60,15,1,30,5,2,100,20,3,5,0,4,99,46, 
10,5,10,8,0,23,0,42,0,1,42,4,2,100,53,3,46,10,4,97,14, 
10,5,10,9,0,22,0,76,10,1,45,2,2,7,2,3,100,15,4,7,0, 
10,5,10,9,0,22,0,62,9,1,27,2,2,98,0,3,58,15,4,100,19, 
10,5,10,9,0,35,0,44,5,1,61,16,2,100,28,3,70,13,4,58,10, 
10,5,10,9,0,28,0,91,8,1,59,17,2,85,13,3,59,34,4,100,29, 
10,5,10,9,0,39,0,98,4,1,99,29,2,66,11,3,98,15,4,100,29, 
10,5,10,9,0,22,0,98,28,1,76,12,2,41,0,3,79,14,4,100,15, 
10,5,10,9,0,23,0,40,10,1,48,5,2,45,0,3,100,15,4,96,41, 
10,5,10,8,0,26,0,31,10,1,48,10,2,99,5,3,63,19,4,100,29, 
10,5,10,8,0,21,0,68,32,1,100,23,2,85,37,3,98,25,4,67,30, 
10,5,10,9,0,35,0,98,126,1,100,22,2,98,67,3,98,101,4,70,23, 
10,5,10,9,0,26,0,36,5,1,100,17,2,7,0,3,92,0,4,57,12, 
10,5,10,9,0,22,0,62,20,1,62,31,2,80,22,3,100,8,4,80,28, 
10,5,10,9,0,33,0,91,15,1,99,20,2,59,42,3,100,6,4,31,2, 
10,5,10,9,0,28,0,60,0,1,60,5,2,100,15,3,60,5,4,60,0, 
10,5,10,9,0,21,0,100,10,1,85,8,2,97,20,3,79,8,4,62,16, 
10,5,10,9,0,36,0,96,28,1,100,52,2,78,7,3,61,10,4,86,31, 
10,5,10,8,0,36,0,99,25,1,77,40,2,95,24,3,100,26,4,50,20, 
10,5,10,7,0,31,0,30,5,1,94,30,2,98,26,3,100,14,4,33,8, 
10,5,10,7,0,22,0,100,9,1,92,49,2,71,5,3,39,19,4,16,0, 
10,5,10,8,0,46,0,90,10,1,20,0,2,41,5,3,100,0,4,60,9, 
10,5,10,7,0,27,0,100,0,1,64,15,2,4,0,3,95,24,4,98,32, 
10,5,10,8,0,17,0,61,0,1,39,13,2,65,8,3,28,0,4,100,0, 
10,5,10,8,0,42,0,100,23,1,70,11,2,66,5,3,64,2,4,48,5, 
10,5,10,8,0,24,0,14,0,1,47,9,2,99,10,3,100,22,4,18,0, 
10,5,10,8,0,41,0,100,5,1,95,28,2,3,0,3,80,20,4,52,14, 
10,5,10,8,0,30,0,99,33,1,85,5,2,40,15,3,100,15,4,73,47, 
10,5,10,8,0,20,0,100,26,1,72,18,2,34,5,3,75,16,4,20,5, 
10,5,10,8,0,26,0,100,23,1,41,30,2,87,0,3,98,34,4,6,0, 
10,5,10,8,0,24,0,77,20,1,100,65,2,71,5,3,75,0,4,22,5, 
10,5,10,9,0,12,0,100,5,1,42,5,2,49,0,3,14,0,4,16,0, 
10,5,10,9,0,39,0,100,26,1,93,23,2,49,22,3,99,26,4,78,10, 
10,5,10,9,0,27,0,100,20,1,42,5,2,23,3,3,73,13,4,42,14, 
10,5,10,9,0,27,0,99,26,1,100,25,2,94,8,3,90,24,4,98,17, 
10,5,10,9,0,14,0,20,5,1,4,0,2,35,6,3,100,0,4,38,0, 
10,5,10,8,0,42,0,99,31,1,99,54,2,100,40,3,46,5,4,64,0, 
10,5,10,9,0,22,0,100,35,1,61,20,2,65,15,3,98,10,4,80,10, 
10,5,10,9,0,49,0,61,4,1,99,20,2,63,47,3,100,22,4,99,42, 
10,5,10,9,0,30,0,92,18,1,51,5,2,100,10,3,96,17,4,49,2, 
10,5,10,9,0,20,0,88,10,1,41,21,2,100,17,3,94,39,4,46,16, 
