,,,,,Turns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,49,0,68,0,1,100,13,2,55,0,3,94,11,4,56,0, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,54,0,17,2,1,100,13,2,68,2,3,76,7,4,17,2, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,32,0,73,29,1,100,24,2,78,16,3,49,21,4,73,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,100,38,1,90,22,2,31,23,3,48,27,4,70,38, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,61,12,1,73,0,2,92,24,3,100,11,4,75,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,43,0,100,25,1,58,14,2,75,18,3,38,0,4,75,22, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,52,0,89,28,1,99,23,2,100,20,3,81,18,4,87,34, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,45,0,100,39,1,72,36,2,71,47,3,63,17,4,67,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,60,28,1,73,23,2,100,28,3,76,42,4,40,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,70,33,1,66,5,2,63,16,3,69,13,4,100,48, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,49,0,93,5,1,100,23,2,89,4,3,39,7,4,55,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,42,0,97,57,1,67,26,2,57,10,3,54,23,4,100,36, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,77,20,1,100,17,2,98,29,3,81,42,4,52,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,89,22,1,16,15,2,78,5,3,90,19,4,100,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,33,0,59,20,1,26,9,2,52,10,3,46,15,4,100,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,54,0,65,14,1,100,15,2,70,10,3,76,13,4,64,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,47,0,57,17,1,99,34,2,62,29,3,100,26,4,62,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,28,0,79,18,1,100,18,2,77,16,3,42,15,4,33,8, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,68,0,67,59,1,100,25,2,51,9,3,72,36,4,84,33, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,72,35,1,100,25,2,62,35,3,76,20,4,74,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,49,0,99,18,1,100,40,2,91,18,3,79,19,4,69,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,54,0,28,6,1,59,16,2,96,7,3,45,25,4,100,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,34,0,62,29,1,100,23,2,59,13,3,71,28,4,36,34, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,29,0,46,10,1,100,5,2,69,17,3,51,14,4,59,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,47,0,98,32,1,100,29,2,61,20,3,86,28,4,71,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,34,0,100,11,1,80,12,2,52,10,3,78,8,4,88,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,55,0,91,35,1,90,12,2,57,36,3,94,36,4,100,26, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,45,0,51,18,1,75,9,2,100,17,3,77,27,4,72,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,100,16,1,98,15,2,30,2,3,76,15,4,38,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,48,0,90,34,1,63,7,2,99,22,3,50,3,4,100,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,40,0,55,7,1,69,16,2,64,27,3,92,26,4,100,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,24,0,100,19,1,46,25,2,28,18,3,28,12,4,34,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,42,0,99,12,1,100,14,2,91,15,3,77,0,4,71,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,37,10,1,73,19,2,90,29,3,100,23,4,84,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,60,0,75,22,1,100,31,2,73,29,3,97,39,4,81,39, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,74,21,1,100,25,2,65,18,3,67,10,4,87,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,42,10,1,48,34,2,100,25,3,66,14,4,58,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,32,0,84,12,1,80,13,2,100,19,3,47,11,4,91,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,71,21,1,38,8,2,59,18,3,31,7,4,100,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,54,0,62,45,1,63,40,2,68,46,3,100,29,4,96,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,43,0,100,27,1,96,17,2,55,7,3,77,27,4,77,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,49,0,82,6,1,87,31,2,95,26,3,60,26,4,100,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,38,0,65,14,1,38,14,2,57,26,3,100,15,4,26,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,29,0,65,18,1,55,18,2,32,29,3,100,24,4,35,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,56,0,55,11,1,82,33,2,82,31,3,100,8,4,98,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,35,0,100,10,1,57,21,2,57,22,3,84,24,4,67,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,73,0,43,5,1,58,21,2,100,37,3,99,21,4,45,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,46,0,100,19,1,97,32,2,41,0,3,89,15,4,92,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,52,0,97,22,1,75,16,2,93,42,3,100,43,4,54,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,100,42,1,45,23,2,93,16,3,66,12,4,80,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,51,0,72,33,1,41,10,2,21,8,3,58,29,4,100,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,49,0,55,19,1,93,29,2,100,55,3,76,11,4,42,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,46,0,83,29,1,99,37,2,87,34,3,79,27,4,100,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,45,0,72,27,1,100,19,2,84,24,3,55,21,4,88,35, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,38,0,88,26,1,56,14,2,53,10,3,100,21,4,96,33, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,58,0,73,22,1,100,14,2,79,23,3,99,24,4,79,36, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,40,0,70,37,1,51,10,2,77,19,3,59,11,4,100,44, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,44,15,1,78,7,2,76,20,3,100,16,4,40,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,44,0,89,18,1,88,16,2,88,15,3,100,26,4,83,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,100,26,1,69,20,2,67,5,3,57,4,4,59,2, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,49,0,83,35,1,70,22,2,80,27,3,99,28,4,100,55, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,44,0,98,36,1,100,27,2,99,13,3,81,32,4,96,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,51,0,100,20,1,86,47,2,99,41,3,89,55,4,45,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,56,0,81,21,1,79,10,2,100,54,3,64,42,4,88,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,51,0,88,29,1,56,5,2,100,27,3,66,11,4,87,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,55,0,66,32,1,100,49,2,88,26,3,92,30,4,91,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,100,20,1,65,5,2,22,4,3,45,11,4,67,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,45,0,91,34,1,84,24,2,82,35,3,90,36,4,100,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,40,0,50,14,1,73,17,2,50,11,3,100,10,4,50,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,58,0,98,28,1,100,55,2,98,17,3,75,9,4,62,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,73,19,1,100,18,2,51,13,3,67,17,4,95,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,55,12,1,100,21,2,66,2,3,43,5,4,64,2, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,40,0,71,28,1,64,9,2,100,25,3,88,16,4,50,22, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,47,0,83,14,1,79,29,2,100,36,3,42,27,4,99,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,41,0,81,34,1,76,10,2,59,31,3,100,13,4,80,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,41,0,100,30,1,63,27,2,75,18,3,90,32,4,80,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,50,0,93,12,1,91,14,2,58,14,3,75,10,4,100,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,34,0,42,10,1,100,33,2,52,16,3,52,16,4,87,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,88,8,1,70,16,2,75,8,3,100,7,4,65,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,37,0,51,25,1,44,20,2,59,17,3,65,25,4,100,33, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,84,29,1,84,29,2,65,20,3,90,9,4,100,6, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,41,0,49,10,1,62,20,2,73,46,3,100,28,4,49,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,61,0,100,23,1,86,32,2,99,55,3,82,45,4,63,59, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,36,0,74,24,1,26,41,2,100,22,3,95,28,4,65,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,61,0,99,8,1,89,19,2,98,12,3,93,13,4,100,45, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,100,17,1,90,18,2,75,8,3,76,18,4,67,8, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,47,0,91,42,1,98,25,2,98,36,3,100,27,4,87,38, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,39,0,55,14,1,62,18,2,76,17,3,100,18,4,82,39, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,92,1,1,74,34,2,100,21,3,79,10,4,92,31, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,53,0,98,25,1,69,30,2,100,38,3,69,28,4,69,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,43,32,1,78,35,2,31,29,3,100,34,4,99,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,36,0,52,8,1,55,3,2,100,21,3,78,12,4,56,31, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,35,0,70,26,1,100,18,2,73,29,3,77,8,4,65,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,54,0,92,25,1,90,40,2,94,36,3,100,33,4,84,34, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,20,33,1,100,21,2,72,24,3,61,20,4,86,43, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,80,17,1,59,12,2,59,32,3,100,14,4,76,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,97,22,1,82,27,2,82,31,3,67,32,4,100,22, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,48,0,62,5,1,100,8,2,97,26,3,59,16,4,59,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,56,0,69,21,1,74,18,2,100,23,3,91,43,4,92,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,54,0,47,20,1,47,20,2,73,36,3,75,15,4,100,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,37,0,64,27,1,61,5,2,70,24,3,100,43,4,97,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,75,10,1,100,57,2,72,29,3,61,20,4,99,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,37,0,53,11,1,100,25,2,83,27,3,68,28,4,48,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,56,0,100,20,1,70,31,2,70,30,3,75,35,4,77,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,53,0,77,47,1,100,59,2,99,30,3,92,39,4,99,52, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,29,0,54,10,1,80,13,2,100,11,3,54,11,4,33,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,51,0,75,29,1,76,17,2,71,13,3,100,28,4,98,36, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,70,12,1,99,36,2,75,33,3,70,26,4,100,37, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,91,27,1,88,26,2,82,42,3,84,38,4,100,31, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,66,13,1,59,18,2,78,15,3,66,9,4,100,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,39,0,100,18,1,69,25,2,66,28,3,85,30,4,68,35, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,50,0,54,14,1,64,16,2,99,42,3,82,22,4,100,29, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,61,0,91,41,1,93,37,2,91,22,3,100,43,4,60,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,40,0,71,23,1,72,21,2,55,41,3,100,33,4,53,37, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,100,5,1,68,30,2,93,22,3,93,15,4,72,36, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,60,12,1,79,24,2,71,15,3,100,23,4,65,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,37,0,100,35,1,48,13,2,51,19,3,56,16,4,71,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,100,12,1,97,17,2,91,16,3,78,8,4,44,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,49,5,1,45,0,2,47,0,3,47,0,4,100,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,79,15,1,100,23,2,51,15,3,68,18,4,85,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,52,0,77,35,1,88,20,2,92,32,3,100,42,4,88,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,42,0,71,20,1,62,14,2,65,16,3,100,16,4,62,4, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,61,0,92,23,1,92,25,2,54,22,3,100,32,4,77,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,50,0,52,8,1,100,34,2,99,41,3,62,12,4,98,48, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,47,0,58,19,1,96,13,2,99,39,3,100,37,4,99,22, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,37,0,81,28,1,74,27,2,57,28,3,100,49,4,88,31, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,47,6,1,61,5,2,94,12,3,100,35,4,99,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,48,0,83,9,1,82,27,2,91,18,3,83,25,4,100,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,39,0,82,28,1,100,20,2,78,19,3,92,7,4,49,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,45,0,88,44,1,100,15,2,65,30,3,74,25,4,96,31, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,100,45,1,81,20,2,47,14,3,43,12,4,73,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,88,20,1,86,15,2,100,18,3,96,19,4,96,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,47,0,100,29,1,87,21,2,99,29,3,87,10,4,58,49, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,50,0,79,10,1,65,2,2,90,17,3,65,13,4,100,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,37,0,100,14,1,54,9,2,40,8,3,18,0,4,38,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,62,0,91,46,1,85,34,2,91,63,3,98,60,4,100,67, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,58,0,60,51,1,78,29,2,78,6,3,100,35,4,78,17, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,36,0,77,11,1,90,23,2,75,15,3,100,35,4,90,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,42,0,90,22,1,91,29,2,91,17,3,100,28,4,98,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,29,0,100,20,1,76,15,2,33,5,3,19,6,4,49,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,71,29,1,88,48,2,100,15,3,61,28,4,77,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,1,40,0,83,17,1,31,5,2,100,7,3,67,3,4,63,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,32,0,72,0,1,47,5,2,100,11,3,74,0,4,83,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,35,0,59,23,1,94,20,2,39,9,3,100,32,4,64,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,35,0,60,24,1,86,15,2,81,15,3,100,32,4,88,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,34,0,87,13,1,87,0,2,49,2,3,78,2,4,100,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,49,0,89,16,1,59,10,2,53,23,3,82,16,4,100,22, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,91,30,1,81,22,2,83,41,3,100,29,4,81,34, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,61,0,76,21,1,68,20,2,100,24,3,80,18,4,92,26, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,43,0,97,32,1,93,21,2,100,32,3,58,11,4,68,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,35,0,100,33,1,42,31,2,69,16,3,77,16,4,66,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,61,10,1,23,5,2,92,15,3,100,20,4,82,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,75,10,1,100,63,2,62,10,3,84,34,4,84,32, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,43,0,83,28,1,100,32,2,87,28,3,80,9,4,56,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,43,0,64,38,1,85,33,2,72,12,3,91,34,4,100,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,6,0,68,0,96,31,1,96,37,2,77,0,3,100,23,4,95,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,43,0,53,11,1,100,32,2,92,30,3,82,29,4,68,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,45,0,93,11,1,90,11,2,46,0,3,58,7,4,100,19, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,49,0,100,31,1,97,24,2,46,2,3,56,9,4,70,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,51,0,55,57,1,99,53,2,97,33,3,100,47,4,85,26, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,92,23,1,76,17,2,21,1,3,100,12,4,48,6, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,42,0,86,13,1,57,5,2,100,24,3,84,12,4,72,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,46,0,76,21,1,80,17,2,65,7,3,97,16,4,100,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,48,0,100,20,1,71,13,2,38,0,3,46,9,4,70,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,47,0,67,7,1,81,22,2,55,12,3,100,36,4,87,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,53,0,100,21,1,77,35,2,86,23,3,35,40,4,94,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,98,13,1,85,12,2,61,14,3,78,21,4,100,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,94,21,1,100,14,2,95,24,3,61,4,4,46,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,76,37,1,65,32,2,96,48,3,41,19,4,100,36, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,10,0,57,0,77,17,1,100,49,2,79,12,3,77,14,4,76,18, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,43,0,76,8,1,59,18,2,31,10,3,69,8,4,100,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,100,19,1,65,17,2,49,9,3,54,18,4,83,27, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,39,0,100,28,1,70,26,2,90,20,3,62,24,4,76,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,45,0,53,39,1,100,12,2,58,22,3,69,31,4,64,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,50,0,100,5,1,99,10,2,73,13,3,88,0,4,97,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,53,0,97,12,1,99,19,2,89,17,3,86,15,4,100,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,56,0,100,19,1,99,26,2,99,44,3,99,19,4,72,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,40,0,100,34,1,54,13,2,64,16,3,75,18,4,87,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,49,0,89,14,1,100,11,2,94,5,3,62,6,4,91,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,100,8,1,58,25,2,70,16,3,72,23,4,82,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,27,0,52,8,1,50,24,2,100,10,3,40,6,4,47,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,50,0,100,29,1,87,27,2,76,9,3,46,15,4,57,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,47,0,76,21,1,97,15,2,98,25,3,100,32,4,81,9, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,41,0,81,40,1,49,20,2,78,18,3,100,38,4,58,37, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,49,0,85,23,1,100,37,2,50,0,3,76,26,4,80,14, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,50,0,99,43,1,85,37,2,100,59,3,66,27,4,66,39, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,10,0,36,0,92,14,1,43,27,2,64,29,3,100,12,4,28,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,57,4,1,65,30,2,100,17,3,83,22,4,40,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,1,63,0,80,24,1,90,41,2,100,46,3,87,28,4,87,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,50,0,89,39,1,100,23,2,89,31,3,90,12,4,93,26, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,73,6,1,100,26,2,78,16,3,51,17,4,71,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,48,0,70,29,1,56,32,2,62,24,3,99,30,4,100,33, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,56,5,1,56,3,2,100,4,3,56,5,4,90,10, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,36,0,94,32,1,100,18,2,52,13,3,69,18,4,91,11, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,50,0,78,20,1,80,11,2,88,32,3,100,18,4,82,45, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,30,0,81,14,1,56,11,2,100,22,3,58,16,4,61,21, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,56,13,1,100,13,2,91,23,3,97,10,4,98,16, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,71,7,1,96,9,2,82,24,3,72,12,4,100,12, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,53,0,99,11,1,80,31,2,99,4,3,96,33,4,100,25, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,46,0,92,25,1,100,14,2,99,24,3,83,15,4,79,15, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,54,0,87,22,1,85,30,2,77,28,3,100,44,4,90,28, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,38,0,46,10,1,100,22,2,69,19,3,46,12,4,62,13, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,51,0,89,19,1,100,45,2,69,22,3,91,36,4,98,35, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,40,0,85,8,1,90,38,2,80,31,3,53,24,4,100,8, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,56,0,77,37,1,98,13,2,54,15,3,100,26,4,41,7, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,7,0,54,0,100,41,1,62,20,2,65,29,3,85,21,4,88,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,52,0,90,39,1,93,25,2,100,16,3,61,18,4,53,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,40,0,75,45,1,81,23,2,100,47,3,70,42,4,54,23, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,67,12,1,100,19,2,92,17,3,44,12,4,54,5, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,44,0,100,53,1,54,22,2,80,28,3,44,17,4,62,20, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,8,0,41,0,99,34,1,94,30,2,86,25,3,100,35,4,64,30, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,61,0,100,18,1,59,6,2,77,11,3,77,11,4,98,24, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,48,0,86,27,1,98,26,2,63,8,3,100,36,4,44,2, ,,,,,,,,,,,,,,,,,,,,,
10,5,4,9,0,50,0,100,37,1,68,5,2,58,10,3,83,11,4,58,30, ,,,,,,,,,,,,,,,,,,,,,
