mapLength,numberOfPlayers,diceMax,timeToBuildGame,timeToFinishGame,numberOfTurnsByPlayer,numberOfTurns,player1id,player1Pos,player1Coins,,,,,,,,,,,,,
10,5,6,8,0,49,245,0,90,18,1,67,19,2,67,16,3,80,22,4,100,20, 
10,5,6,8,0,24,119,0,10,6,1,10,6,2,89,20,3,100,25,4,58,7, 
10,5,6,8,0,19,94,0,40,5,1,45,6,2,38,10,3,100,10,4,76,16, 
10,5,6,9,0,35,174,0,78,18,1,85,16,2,69,11,3,100,24,4,76,5, 
10,5,6,9,0,40,200,0,87,26,1,88,21,2,84,42,3,99,31,4,100,24, 
10,5,6,9,0,38,187,0,60,15,1,100,42,2,84,35,3,60,11,4,75,9, 
10,5,6,9,0,37,184,0,35,1,1,43,0,2,98,31,3,100,20,4,90,15, 
10,5,6,8,0,46,227,0,82,16,1,100,19,2,61,9,3,69,4,4,63,16, 
10,5,6,9,0,39,195,0,78,20,1,42,26,2,94,47,3,79,20,4,100,49, 
10,5,6,8,0,34,168,0,82,32,1,65,13,2,100,11,3,85,21,4,71,7, 
10,5,6,8,0,30,150,0,38,11,1,30,5,2,16,0,3,70,18,4,100,15, 
10,5,6,9,0,29,143,0,88,20,1,26,5,2,100,17,3,49,15,4,67,5, 
10,5,6,9,0,32,157,0,96,21,1,100,16,2,90,14,3,78,32,4,78,12, 
10,5,6,9,0,24,116,0,100,17,1,44,13,2,76,5,3,74,18,4,55,18, 
10,5,6,9,0,40,199,0,81,16,1,99,22,2,64,12,3,100,25,4,73,20, 
10,5,6,9,0,45,221,0,100,3,1,68,1,2,76,14,3,79,26,4,47,5, 
10,5,6,9,0,30,149,0,51,2,1,60,3,2,42,2,3,100,28,4,77,11, 
10,5,6,9,0,45,221,0,100,28,1,66,5,2,99,8,3,80,30,4,93,0, 
10,5,6,9,0,39,191,0,100,35,1,90,35,2,64,18,3,72,22,4,31,22, 
10,5,6,8,0,34,168,0,72,21,1,98,30,2,100,11,3,87,21,4,98,36, 
10,5,6,8,0,50,250,0,95,33,1,72,22,2,99,16,3,86,26,4,100,11, 
10,5,6,8,0,55,271,0,100,41,1,74,11,2,99,26,3,90,34,4,72,15, 
10,5,6,9,0,53,264,0,86,20,1,86,32,2,98,21,3,100,23,4,99,46, 
10,5,6,8,0,28,139,0,85,37,1,96,21,2,96,5,3,100,31,4,60,29, 
10,5,6,9,0,47,235,0,57,18,1,77,12,2,95,31,3,83,15,4,100,17, 
10,5,6,8,0,38,187,0,70,7,1,100,8,2,78,0,3,47,9,4,80,11, 
10,5,6,8,0,28,139,0,59,32,1,43,10,2,67,7,3,100,17,4,55,25, 
10,5,6,8,0,18,88,0,22,0,1,61,9,2,100,11,3,10,0,4,98,11, 
10,5,6,7,0,40,196,0,100,40,1,92,26,2,59,12,3,59,9,4,41,4, 
10,5,6,8,0,33,164,0,82,47,1,77,50,2,71,23,3,100,39,4,72,51, 
10,5,6,8,0,33,164,0,52,0,1,41,15,2,63,29,3,100,12,4,52,16, 
10,5,6,7,1,45,221,0,100,37,1,88,25,2,55,5,3,77,13,4,99,59, 
10,5,6,8,0,36,179,0,99,32,1,23,12,2,34,1,3,100,19,4,67,16, 
10,5,6,8,0,28,139,0,84,12,1,97,42,2,47,21,3,100,22,4,61,20, 
10,5,6,8,1,33,163,0,69,12,1,75,35,2,100,15,3,96,15,4,97,9, 
10,5,6,8,0,14,68,0,5,0,1,13,0,2,100,0,3,40,0,4,17,0, 
10,5,6,7,1,29,142,0,36,0,1,100,22,2,36,0,3,60,5,4,74,5, 
10,5,6,8,0,18,86,0,100,10,1,6,0,2,67,0,3,68,10,4,47,5, 
10,5,6,7,0,34,168,0,38,8,1,99,30,2,100,21,3,53,5,4,98,38, 
10,5,6,8,0,42,209,0,66,29,1,48,8,2,48,12,3,100,40,4,71,22, 
10,5,6,8,0,37,184,0,6,0,1,80,22,2,56,5,3,100,19,4,89,17, 
10,5,6,7,0,22,106,0,100,5,1,79,31,2,65,5,3,63,46,4,45,16, 
10,5,6,7,0,38,186,0,100,16,1,84,31,2,91,15,3,97,7,4,69,23, 
10,5,6,13,0,35,174,0,76,15,1,88,9,2,60,6,3,100,14,4,32,6, 
10,5,6,8,0,37,182,0,89,37,1,100,21,2,40,17,3,40,10,4,44,5, 
10,5,6,8,0,39,194,0,77,25,1,47,26,2,65,22,3,100,29,4,36,19, 
10,5,6,8,0,38,189,0,89,51,1,65,37,2,78,30,3,100,32,4,27,4, 
10,5,6,8,0,34,167,0,61,15,1,100,13,2,44,26,3,88,34,4,99,43, 
10,5,6,9,0,36,176,0,100,21,1,99,4,2,36,4,3,36,1,4,65,7, 
10,5,6,9,0,49,241,0,100,10,1,97,40,2,99,11,3,88,5,4,95,17, 
10,5,6,9,0,56,280,0,54,21,1,81,28,2,90,27,3,66,34,4,100,70, 
10,5,6,9,0,41,205,0,33,2,1,78,13,2,51,2,3,78,14,4,100,29, 
10,5,6,9,0,31,153,0,62,18,1,71,12,2,100,15,3,99,40,4,67,14, 
10,5,6,8,0,30,148,0,45,56,1,99,28,2,100,36,3,53,15,4,90,45, 
10,5,6,7,0,36,176,0,100,35,1,47,5,2,82,7,3,59,15,4,99,53, 
10,5,6,8,0,38,189,0,94,14,1,71,18,2,50,15,3,100,20,4,97,8, 
10,5,6,9,0,28,138,0,45,19,1,38,24,2,100,42,3,97,16,4,96,52, 
10,5,6,9,0,26,126,0,100,8,1,73,13,2,51,11,3,45,4,4,14,6, 
10,5,6,8,1,38,188,0,61,0,1,61,4,2,100,17,3,95,12,4,82,20, 
10,5,6,8,0,33,162,0,87,33,1,100,25,2,99,39,3,99,35,4,64,12, 
10,5,6,8,0,36,177,0,60,11,1,100,10,2,97,24,3,34,8,4,70,9, 
10,5,6,9,0,26,129,0,32,9,1,30,15,2,73,12,3,100,5,4,30,5, 
10,5,6,9,0,31,151,0,100,37,1,99,25,2,70,35,3,76,23,4,76,19, 
10,5,6,8,0,45,223,0,58,5,1,93,20,2,100,24,3,80,16,4,98,17, 
10,5,6,9,0,40,199,0,43,5,1,16,22,2,65,20,3,100,20,4,76,25, 
10,5,6,9,0,44,220,0,77,36,1,65,12,2,83,10,3,96,21,4,100,22, 
10,5,6,9,0,41,205,0,93,40,1,86,7,2,99,38,3,76,12,4,100,54, 
10,5,6,9,0,31,152,0,70,12,1,100,5,2,32,5,3,99,11,4,26,5, 
10,5,6,9,0,31,152,0,99,54,1,100,29,2,68,5,3,63,20,4,72,10, 
10,5,6,9,0,42,210,0,58,25,1,58,35,2,73,25,3,86,25,4,100,12, 
10,5,6,9,0,59,292,0,33,20,1,100,57,2,99,19,3,78,16,4,98,17, 
10,5,6,8,0,37,181,0,100,10,1,93,5,2,83,4,3,85,15,4,94,24, 
10,5,6,8,0,36,178,0,82,20,1,90,5,2,100,14,3,61,5,4,22,10, 
10,5,6,9,0,41,203,0,99,10,1,76,35,2,100,13,3,83,20,4,87,32, 
10,5,6,9,0,21,104,0,28,3,1,79,15,2,50,16,3,100,6,4,15,0, 
10,5,6,8,0,28,138,0,33,2,1,64,20,2,100,24,3,86,23,4,17,5, 
10,5,6,9,0,44,216,0,100,5,1,61,14,2,99,26,3,70,17,4,66,9, 
10,5,6,9,0,25,125,0,71,11,1,48,13,2,59,11,3,50,15,4,100,19, 
10,5,6,9,0,45,223,0,93,7,1,60,5,2,100,24,3,92,10,4,81,8, 
10,5,6,8,0,21,103,0,53,16,1,38,0,2,100,13,3,36,7,4,46,1, 
10,5,6,8,0,33,164,0,94,26,1,95,15,2,79,20,3,100,15,4,77,12, 
10,5,6,9,0,44,218,0,66,21,1,98,31,2,100,9,3,59,12,4,95,8, 
10,5,6,8,0,33,164,0,41,4,1,27,5,2,97,37,3,100,32,4,76,18, 
10,5,6,8,0,40,198,0,41,10,1,86,38,2,100,25,3,14,5,4,67,15, 
10,5,6,9,0,33,164,0,96,37,1,85,18,2,88,11,3,100,25,4,80,6, 
10,5,6,8,0,34,167,0,87,7,1,100,25,2,98,31,3,67,32,4,72,39, 
10,5,6,9,0,27,135,0,94,13,1,85,11,2,45,3,3,73,16,4,100,24, 
10,5,6,8,0,37,185,0,99,22,1,77,19,2,83,17,3,98,39,4,100,19, 
10,5,6,8,0,36,176,0,100,31,1,86,19,2,77,27,3,26,7,4,46,18, 
10,5,6,9,0,36,177,0,57,14,1,100,19,2,39,19,3,57,13,4,78,25, 
10,5,6,8,0,43,211,0,100,80,1,71,0,2,99,28,3,95,29,4,65,0, 
10,5,6,9,0,44,217,0,63,23,1,100,27,2,98,21,3,99,43,4,84,28, 
10,5,6,9,0,23,114,0,68,10,1,47,3,2,43,5,3,100,10,4,58,20, 
10,5,6,9,0,29,144,0,73,19,1,75,0,2,55,0,3,100,10,4,55,5, 
10,5,6,8,0,37,184,0,47,5,1,81,24,2,47,5,3,100,5,4,52,5, 
10,5,6,8,0,41,205,0,68,15,1,76,26,2,91,11,3,98,20,4,100,15, 
10,5,6,8,0,38,186,0,100,22,1,77,9,2,21,0,3,87,22,4,70,19, 
10,5,6,9,0,49,244,0,93,31,1,90,21,2,90,31,3,100,19,4,90,18, 
10,5,6,9,0,33,162,0,38,2,1,100,6,2,43,0,3,69,13,4,77,14, 
10,5,6,8,0,34,168,0,80,12,1,63,2,2,100,19,3,69,12,4,76,36, 
10,5,6,8,0,42,208,0,69,15,1,19,5,2,100,25,3,64,9,4,84,22, 
10,5,6,8,0,43,211,0,100,15,1,95,14,2,99,30,3,85,21,4,71,28, 
